Nm_Pr_NfComL	diúltú faoi mhóid	diúltú,faoi,móid
Nm_Pr	diúltú do	diúltú,do
Su_Nf	bóiléagar intinne	bóiléagar,intinn
Nm_Pr	teacht ar	teacht,ar
Nm_Pr_NfDatE	beart i gcrích	beart,i,críoch
Nm_na_NmGenW	lá na gcuntas	lá,na,cuntas
Nm_Nm	friothálaí Aifrinn	friothálaí,Aifreann
Nm_Nm	cupa dearcáin	cupa,dearcán
Nm_Nm	lucht aitheantais	lucht,aitheantas
Nm:VNTINmComPl	glanadh fiacha	glan,fiach
Nm:VNTNmComPl	maitheamh fiacha	maitheamh,fiach
Nm_VA	inneall suimithe	inneall,suimithe
Nm_Nm	ceann cabhlaigh	ceann,cabhlach
Nm_Nm	cábán deiridh	cábán,deireadh
Nm_VA	ionadaí údaraithe	ionadaí,údaraithe
Nm_Nf	spreagadh feirge	spreagadh,fearg
Nm_Nf	buaireamh intinne	buaireamh,intinn
Nm_Nf	geilleagraí talmhaíochta	geilleagraí,talmhaíocht
Nm_Nf	geilleagar talmhaíochta	geilleagar,talmhaíocht
Nm_Nf	poll gaoithe	poll,gaoth
Nm_Nf	poll anála	poll,anáil
Nm_VA	clog dúisithe	clog,dúisithe
Nm_Nm	gunna rabhaidh	gunna,rabhadh
Nm_A	duine scaollmhar	duine,scaollmhar
Nm_Nf	gealacán uibhe	gealacán,ubh
Nm_Nf	aistriú seilbhe	aistriú,seilbh
Nm_Nm	geadán talaimh	geadán,talamh
Nm_Nm	déanamh gláir	déanamh,glár
Nf_Nm	talamh gláir	talamh,glár
Nm_Nf	teach dídine	teach,dídean
Nm_Nm	iníor sléibhe	iníor,sliabh
Nm_Nf	pictiúr altóra	pictiúr,altóir
Nm_Nf	scáthlán altóra	scáthlán,altóir
Nm_A	duine soilíosach	duine,soilíosach
Nm_Nf	ionad spaisteoireachta	ionad,spaisteoireacht
Nm_AB	pardún ginearálta	pardún,ginearálta
Nm_Nf	gléasra ancaireachta	gléasra,ancaireacht
Nm_AB	pláta tuiní	pláta,tuiní
Nm_VNTGen	crann ceangail	crann,ceangal
Nm_Nf	bíomal uillinne	bíomal,uillinn
Nm_Nf	naipcín cathaoireach	naipcín,cathaoir
Nm_NfGenS	ceannaí seandachtaí	ceannaí,seandacht
Nm_Pr_NfComL	cianphointe ó ghrian	cianphointe,ó,grian
Nm_Nm	bloba craosghalair	bloba,craosghalar
Nm_Nm	coimriú deiridh	coimriú,deireadh
Nm_Pr_NfComL	cianphointe ó thalamh	cianphointe,ó,talamh
Nm_Nm	séantóir creidimh	séantóir,creideamh
Nm_Nm	croí úill	croí,úll
Nm_A	bealach stuach	bealach,stuach
Nm_Nm	loingeas cogaidh	loingeas,cogadh
Nm_Nm	crios iarainn	crios,iarann
Nm_Nf	taca uillinne	taca,uillinn
Nm_Nf	léirmheastóir ealaíne	léirmheastóir,ealaín
Nm_Nf	fear ceirde	fear,ceird
Nm_VA	consan análaithe	consan,análaithe
Nm_Nm	cinnire asail	cinnire,asal
Nm_Nf	briathar móide	briathar,móid
Nm_AB	dearbhú sollúnta	dearbhú,sollúnta
Nm_Nf	teach dídine	teach,dídean
Nm_Nf	seomra léitheoireachta	seomra,léitheoireacht
Nm_VA	ionadaí údaraithe	ionadaí,údaraithe
Nm_VNTIGen	seomra ceantála	seomra,ceantáil
Nm_VA	seomra fáiltithe	seomra,fáiltithe
Nm_Nm	fáinne solais	fáinne,solas
Nm_VNT	ceann tua	ceann,tua
Nm_Nm	bosca acastóra	bosca,acastóir
Nm_Nm	seafta acastóra	seafta,acastóir
Nm_Nm	fear gill	fear,geall
Nm_Nm	suíochán deiridh	suíochán,deireadh
Nm_Nm	lán mála	lán,mála
Nm_AB	mála lán	mála,lán
Nm_VA	galún taosctha	galún,taosctha
Nm_Pr_NmComL	cothromú le chéile	cothromú,le,céile
